Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (FBS),Item,Year Code,Year,Unit,Value,Flag,Flag Description
"FBS","Food Balances (2010-)","818","Egypt","664","Food supply (kcal/capita/day)","S2736","Offals, Edible","2015","2015","kcal/cap/d","9.41","E","Estimated value"
"FBS","Food Balances (2010-)","818","Egypt","664","Food supply (kcal/capita/day)","S2736","Offals, Edible","2020","2020","kcal/cap/d","12.13","E","Estimated value"
"FBS","Food Balances (2010-)","818","Egypt","664","Food supply (kcal/capita/day)","S2960","Fish, Seafood","2010","2010","kcal/cap/d","39","E","Estimated value"
"FBS","Food Balances (2010-)","818","Egypt","664","Food supply (kcal/capita/day)","S2960","Fish, Seafood","2015","2015","kcal/cap/d","43","E","Estimated value"
"FBS","Food Balances (2010-)","818","Egypt","664","Food supply (kcal/capita/day)","S2960","Fish, Seafood","2020","2020","kcal/cap/d","49","E","Estimated value"
"FBS","Food Balances (2010-)","222","El Salvador","511","Total Population - Both sexes","S2501","Population","2010","2010","1000 No","6114.03","X","Figure from international organizations"
"FBS","Food Balances (2010-)","222","El Salvador","511","Total Population - Both sexes","S2501","Population","2015","2015","1000 No","6231.07","X","Figure from international organizations"
"FBS","Food Balances (2010-)","222","El Salvador","511","Total Population - Both sexes","S2501","Population","2020","2020","1000 No","6292.73","X","Figure from international organizations"
"FBS","Food Balances (2010-)","222","El Salvador","664","Food supply (kcal/capita/day)","S2736","Offals, Edible","2010","2010","kcal/cap/d","4.01","E","Estimated value"
"FBS","Food Balances (2010-)","222","El Salvador","664","Food supply (kcal/capita/day)","S2736","Offals, Edible","2015","2015","kcal/cap/d","2.67","E","Estimated value"
"FBS","Food Balances (2010-)","222","El Salvador","664","Food supply (kcal/capita/day)","S2736","Offals, Edible","2020","2020","kcal/cap/d","3.3","E","Estimated value"
"FBS","Food Balances (2010-)","222","El Salvador","664","Food supply (kcal/capita/day)","S2960","Fish, Seafood","2010","2010","kcal/cap/d","14","E","Estimated value"
"FBS","Food Balances (2010-)","222","El Salvador","664","Food supply (kcal/capita/day)","S2960","Fish, Seafood","2015","2015","kcal/cap/d","15","E","Estimated value"
"FBS","Food Balances (2010-)","222","El Salvador","664","Food supply (kcal/capita/day)","S2960","Fish, Seafood","2020","2020","kcal/cap/d","15","E","Estimated value"
"FBS","Food Balances (2010-)","233","Estonia","511","Total Population - Both sexes","S2501","Population","2010","2010","1000 No","1331.54","X","Figure from international organizations"
"FBS","Food Balances (2010-)","233","Estonia","511","Total Population - Both sexes","S2501","Population","2015","2015","1000 No","1314.66","X","Figure from international organizations"
"FBS","Food Balances (2010-)","233","Estonia","511","Total Population - Both sexes","S2501","Population","2020","2020","1000 No","1329.44","X","Figure from international organizations"
"FBS","Food Balances (2010-)","233","Estonia","664","Food supply (kcal/capita/day)","S2736","Offals, Edible","2010","2010","kcal/cap/d","19.39","E","Estimated value"
"FBS","Food Balances (2010-)","233","Estonia","664","Food supply (kcal/capita/day)","S2736","Offals, Edible","2015","2015","kcal/cap/d","12.7","E","Estimated value"
"FBS","Food Balances (2010-)","233","Estonia","664","Food supply (kcal/capita/day)","S2736","Offals, Edible","2020","2020","kcal/cap/d","8.15","E","Estimated value"
"FBS","Food Balances (2010-)","233","Estonia","664","Food supply (kcal/capita/day)","S2960","Fish, Seafood","2010","2010","kcal/cap/d","19","E","Estimated value"
"FBS","Food Balances (2010-)","233","Estonia","664","Food supply (kcal/capita/day)","S2960","Fish, Seafood","2015","2015","kcal/cap/d","18","E","Estimated value"
"FBS","Food Balances (2010-)","233","Estonia","664","Food supply (kcal/capita/day)","S2960","Fish, Seafood","2020","2020","kcal/cap/d","19","E","Estimated value"
"FBS","Food Balances (2010-)","748","Eswatini","511","Total Population - Both sexes","S2501","Population","2010","2010","1000 No","1099.92","X","Figure from international organizations"
"FBS","Food Balances (2010-)","748","Eswatini","511","Total Population - Both sexes","S2501","Population","2015","2015","1000 No","1133.94","X","Figure from international organizations"
"FBS","Food Balances (2010-)","748","Eswatini","511","Total Population - Both sexes","S2501","Population","2020","2020","1000 No","1180.65","X","Figure from international organizations"
"FBS","Food Balances (2010-)","748","Eswatini","664","Food supply (kcal/capita/day)","S2736","Offals, Edible","2010","2010","kcal/cap/d","6.84","E","Estimated value"
"FBS","Food Balances (2010-)","748","Eswatini","664","Food supply (kcal/capita/day)","S2736","Offals, Edible","2015","2015","kcal/cap/d","9.28","E","Estimated value"
"FBS","Food Balances (2010-)","748","Eswatini","664","Food supply (kcal/capita/day)","S2736","Offals, Edible","2020","2020","kcal/cap/d","9.6","E","Estimated value"
"FBS","Food Balances (2010-)","748","Eswatini","664","Food supply (kcal/capita/day)","S2960","Fish, Seafood","2010","2010","kcal/cap/d","4","E","Estimated value"
"FBS","Food Balances (2010-)","748","Eswatini","664","Food supply (kcal/capita/day)","S2960","Fish, Seafood","2015","2015","kcal/cap/d","9","E","Estimated value"
"FBS","Food Balances (2010-)","748","Eswatini","664","Food supply (kcal/capita/day)","S2960","Fish, Seafood","2020","2020","kcal/cap/d","9","E","Estimated value"
"FBS","Food Balances (2010-)","231","Ethiopia","511","Total Population - Both sexes","S2501","Population","2010","2010","1000 No","89237.79","X","Figure from international organizations"
"FBS","Food Balances (2010-)","231","Ethiopia","511","Total Population - Both sexes","S2501","Population","2015","2015","1000 No","102471.9","X","Figure from international organizations"
"FBS","Food Balances (2010-)","231","Ethiopia","511","Total Population - Both sexes","S2501","Population","2020","2020","1000 No","117190.91","X","Figure from international organizations"
"FBS","Food Balances (2010-)","231","Ethiopia","664","Food supply (kcal/capita/day)","S2736","Offals, Edible","2010","2010","kcal/cap/d","4.39","E","Estimated value"
"FBS","Food Balances (2010-)","231","Ethiopia","664","Food supply (kcal/capita/day)","S2736","Offals, Edible","2015","2015","kcal/cap/d","3.8","E","Estimated value"
"FBS","Food Balances (2010-)","231","Ethiopia","664","Food supply (kcal/capita/day)","S2736","Offals, Edible","2020","2020","kcal/cap/d","4.28","E","Estimated value"
"FBS","Food Balances (2010-)","231","Ethiopia","664","Food supply (kcal/capita/day)","S2960","Fish, Seafood","2010","2010","kcal/cap/d","0","E","Estimated value"
"FBS","Food Balances (2010-)","231","Ethiopia","664","Food supply (kcal/capita/day)","S2960","Fish, Seafood","2015","2015","kcal/cap/d","1","E","Estimated value"
"FBS","Food Balances (2010-)","231","Ethiopia","664","Food supply (kcal/capita/day)","S2960","Fish, Seafood","2020","2020","kcal/cap/d","1","E","Estimated value"
"FBS","Food Balances (2010-)","242","Fiji","511","Total Population - Both sexes","S2501","Population","2010","2010","1000 No","905.17","X","Figure from international organizations"
"FBS","Food Balances (2010-)","242","Fiji","511","Total Population - Both sexes","S2501","Population","2015","2015","1000 No","917.2","X","Figure from international organizations"
"FBS","Food Balances (2010-)","242","Fiji","511","Total Population - Both sexes","S2501","Population","2020","2020","1000 No","920.42","X","Figure from international organizations"
"FBS","Food Balances (2010-)","242","Fiji","664","Food supply (kcal/capita/day)","S2736","Offals, Edible","2010","2010","kcal/cap/d","8.28","E","Estimated value"
"FBS","Food Balances (2010-)","242","Fiji","664","Food supply (kcal/capita/day)","S2736","Offals, Edible","2015","2015","kcal/cap/d","6.2","E","Estimated value"
"FBS","Food Balances (2010-)","242","Fiji","664","Food supply (kcal/capita/day)","S2736","Offals, Edible","2020","2020","kcal/cap/d","9.39","E","Estimated value"
"FBS","Food Balances (2010-)","242","Fiji","664","Food supply (kcal/capita/day)","S2960","Fish, Seafood","2010","2010","kcal/cap/d","69","E","Estimated value"
"FBS","Food Balances (2010-)","242","Fiji","664","Food supply (kcal/capita/day)","S2960","Fish, Seafood","2015","2015","kcal/cap/d","68","E","Estimated value"
"FBS","Food Balances (2010-)","242","Fiji","664","Food supply (kcal/capita/day)","S2960","Fish, Seafood","2020","2020","kcal/cap/d","54","E","Estimated value"
"FBS","Food Balances (2010-)","246","Finland","511","Total Population - Both sexes","S2501","Population","2010","2010","1000 No","5363.27","X","Figure from international organizations"
"FBS","Food Balances (2010-)","246","Finland","511","Total Population - Both sexes","S2501","Population","2015","2015","1000 No","5479.46","X","Figure from international organizations"
"FBS","Food Balances (2010-)","246","Finland","511","Total Population - Both sexes","S2501","Population","2020","2020","1000 No","5529.47","X","Figure from international organizations"
"FBS","Food Balances (2010-)","246","Finland","664","Food supply (kcal/capita/day)","S2736","Offals, Edible","2010","2010","kcal/cap/d","5.51","E","Estimated value"
"FBS","Food Balances (2010-)","246","Finland","664","Food supply (kcal/capita/day)","S2736","Offals, Edible","2015","2015","kcal/cap/d","6.64","E","Estimated value"
"FBS","Food Balances (2010-)","246","Finland","664","Food supply (kcal/capita/day)","S2736","Offals, Edible","2020","2020","kcal/cap/d","7.29","E","Estimated value"
"FBS","Food Balances (2010-)","246","Finland","664","Food supply (kcal/capita/day)","S2960","Fish, Seafood","2010","2010","kcal/cap/d","67","E","Estimated value"
"FBS","Food Balances (2010-)","246","Finland","664","Food supply (kcal/capita/day)","S2960","Fish, Seafood","2015","2015","kcal/cap/d","62","E","Estimated value"
"FBS","Food Balances (2010-)","246","Finland","664","Food supply (kcal/capita/day)","S2960","Fish, Seafood","2020","2020","kcal/cap/d","57","E","Estimated value"
"FBS","Food Balances (2010-)","250","France","511","Total Population - Both sexes","S2501","Population","2010","2010","1000 No","62444.57","X","Figure from international organizations"
"FBS","Food Balances (2010-)","250","France","511","Total Population - Both sexes","S2501","Population","2015","2015","1000 No","63809.77","X","Figure from international organizations"
"FBS","Food Balances (2010-)","250","France","511","Total Population - Both sexes","S2501","Population","2020","2020","1000 No","64480.05","X","Figure from international organizations"
"FBS","Food Balances (2010-)","250","France","664","Food supply (kcal/capita/day)","S2736","Offals, Edible","2010","2010","kcal/cap/d","24.46","E","Estimated value"
"FBS","Food Balances (2010-)","250","France","664","Food supply (kcal/capita/day)","S2736","Offals, Edible","2015","2015","kcal/cap/d","23.93","E","Estimated value"
"FBS","Food Balances (2010-)","250","France","664","Food supply (kcal/capita/day)","S2736","Offals, Edible","2020","2020","kcal/cap/d","21.32","E","Estimated value"
"FBS","Food Balances (2010-)","250","France","664","Food supply (kcal/capita/day)","S2960","Fish, Seafood","2010","2010","kcal/cap/d","51","E","Estimated value"
"FBS","Food Balances (2010-)","250","France","664","Food supply (kcal/capita/day)","S2960","Fish, Seafood","2015","2015","kcal/cap/d","51","E","Estimated value"
"FBS","Food Balances (2010-)","250","France","664","Food supply (kcal/capita/day)","S2960","Fish, Seafood","2020","2020","kcal/cap/d","52","E","Estimated value"
"FBS","Food Balances (2010-)","258","French Polynesia","511","Total Population - Both sexes","S2501","Population","2010","2010","1000 No","283.79","X","Figure from international organizations"
"FBS","Food Balances (2010-)","258","French Polynesia","511","Total Population - Both sexes","S2501","Population","2015","2015","1000 No","291.79","X","Figure from international organizations"
"FBS","Food Balances (2010-)","258","French Polynesia","511","Total Population - Both sexes","S2501","Population","2020","2020","1000 No","301.92","X","Figure from international organizations"
"FBS","Food Balances (2010-)","258","French Polynesia","664","Food supply (kcal/capita/day)","S2736","Offals, Edible","2010","2010","kcal/cap/d","16.65","E","Estimated value"
"FBS","Food Balances (2010-)","258","French Polynesia","664","Food supply (kcal/capita/day)","S2736","Offals, Edible","2015","2015","kcal/cap/d","14.45","E","Estimated value"
"FBS","Food Balances (2010-)","258","French Polynesia","664","Food supply (kcal/capita/day)","S2736","Offals, Edible","2020","2020","kcal/cap/d","13.81","E","Estimated value"
"FBS","Food Balances (2010-)","258","French Polynesia","664","Food supply (kcal/capita/day)","S2960","Fish, Seafood","2010","2010","kcal/cap/d","87","E","Estimated value"
"FBS","Food Balances (2010-)","258","French Polynesia","664","Food supply (kcal/capita/day)","S2960","Fish, Seafood","2015","2015","kcal/cap/d","90","E","Estimated value"
"FBS","Food Balances (2010-)","258","French Polynesia","664","Food supply (kcal/capita/day)","S2960","Fish, Seafood","2020","2020","kcal/cap/d","86","E","Estimated value"
"FBS","Food Balances (2010-)","266","Gabon","511","Total Population - Both sexes","S2501","Population","2010","2010","1000 No","1711.11","X","Figure from international organizations"
"FBS","Food Balances (2010-)","266","Gabon","511","Total Population - Both sexes","S2501","Population","2015","2015","1000 No","2028.52","X","Figure from international organizations"
"FBS","Food Balances (2010-)","266","Gabon","511","Total Population - Both sexes","S2501","Population","2020","2020","1000 No","2292.57","X","Figure from international organizations"
"FBS","Food Balances (2010-)","266","Gabon","664","Food supply (kcal/capita/day)","S2736","Offals, Edible","2010","2010","kcal/cap/d","12.05","E","Estimated value"
